question,answer
"72, 1097, 2216, 12304, 369, 499, 13","548, 499, 2216, 30"
"548, 499, 2216, 30","72, 2846, 6129, 13, 499, 45547, 420, 20862, 13"
"72, 2846, 6129, 13, 499, 45547, 420, 20862, 13","285, 430, 1148, 499, 2216, 1781, 30"
"285, 430, 1148, 499, 2216, 1781, 30","9891, 11, 602, 656, 13"
"72, 9167, 956, 3309, 499, 1148, 7077, 3686, 11, 617, 602, 30","72, 9167, 956, 6755, 4205, 13"
"72, 9167, 956, 6755, 4205, 13","2465, 13697, 9076, 757, 264, 20862, 11, 323, 602, 3952, 433, 13"
"2465, 13697, 9076, 757, 264, 20862, 11, 323, 602, 3952, 433, 13","548, 499, 6129, 30"
"548, 499, 6129, 30","9891, 11, 602, 1097, 2216, 12304, 13"
"9891, 11, 602, 1097, 2216, 12304, 13","9210, 596, 2294, 13, 82644, 13"
"9210, 596, 2294, 13, 82644, 13","72, 15763, 430, 13"
"72, 15763, 430, 13","9514, 617, 912, 4623, 1268, 6380, 602, 1097, 369, 499, 13"
"9514, 617, 912, 4623, 1268, 6380, 602, 1097, 369, 499, 13","2000, 1972, 30"
"9514, 1427, 2216, 6555, 3432, 13, 220","58517, 499, 13, 602, 1120, 2751, 420, 28403, 279, 1023, 1938, 13"
"58517, 499, 13, 602, 1120, 2751, 420, 28403, 279, 1023, 1938, 13","54760, 11, 1405, 1550, 499, 636, 433, 30"
"54760, 11, 1405, 1550, 499, 636, 433, 30","72, 2751, 433, 505, 296, 2826, 596, 13"
"72, 2751, 433, 505, 296, 2826, 596, 13","275, 596, 2216, 6555, 13"
"275, 596, 2216, 6555, 13","46593, 1578, 13, 499, 1427, 6555, 3432, 11, 2288, 13"
"46593, 1578, 13, 499, 1427, 6555, 3432, 11, 2288, 13","58517, 499, 13, 602, 1120, 2751, 1521, 15653, 3432, 13"
"58517, 499, 13, 602, 1120, 2751, 1521, 15653, 3432, 13","54760, 30, 1148, 3169, 315, 15653, 527, 814, 30"
"54760, 30, 1148, 3169, 315, 15653, 527, 814, 30","45010, 527, 2663, 682, 6917, 43560, 259, 352, 75, 1105, 13"
"45010, 527, 2663, 682, 6917, 43560, 259, 352, 75, 1105, 13","72, 2216, 1093, 1884, 13, 1268, 1790, 1550, 814, 2853, 30"
"72, 2216, 1093, 1884, 13, 1268, 1790, 1550, 814, 2853, 30","20670, 1051, 922, 36498, 11441, 13"
"20670, 1051, 922, 36498, 11441, 13","72, 1781, 602, 2846, 2133, 311, 733, 3780, 7182, 264, 6857, 13"
"72, 11112, 3021, 1148, 499, 2351, 12512, 3432, 13","9514, 656, 30, 602, 1120, 11021, 420, 28403, 264, 5743, 2919, 4227, 13"
"9514, 656, 30, 602, 1120, 11021, 420, 28403, 264, 5743, 2919, 4227, 13","805, 13610, 11, 433, 5992, 2216, 6555, 389, 499, 13, 1405, 1550, 499, 3780, 433, 505, 30"
"805, 13610, 11, 433, 5992, 2216, 6555, 389, 499, 13, 1405, 1550, 499, 3780, 433, 505, 30","72, 11021, 433, 505, 279, 296, 2826, 596, 520, 279, 72851, 459, 6388, 34353, 13"
"72, 11021, 433, 505, 279, 296, 2826, 596, 520, 279, 72851, 459, 6388, 34353, 13","72, 2216, 1093, 430, 28403, 13"
"72, 2216, 1093, 430, 28403, 13","46593, 13, 602, 1781, 499, 1427, 6555, 3432, 11, 2288, 13"
"46593, 13, 602, 1781, 499, 1427, 6555, 3432, 11, 2288, 13","58517, 499, 13, 602, 1120, 11021, 1521, 502, 15653, 6931, 3432, 13"
"58517, 499, 13, 602, 1120, 11021, 1521, 502, 15653, 6931, 3432, 13","54719, 527, 6555, 13, 1148, 527, 814, 30"
"54719, 527, 6555, 13, 1148, 527, 814, 30","45010, 527, 1063, 523, 15954, 13"
"45010, 527, 1063, 523, 15954, 13","54719, 527, 2294, 13, 1268, 1790, 1051, 814, 30"
"54719, 527, 2294, 13, 1268, 1790, 1051, 814, 30","72, 2751, 1124, 369, 36498, 13"
"72, 2751, 1124, 369, 36498, 13","72, 1781, 602, 2643, 733, 323, 1505, 757, 856, 1866, 6857, 315, 523, 15954, 13"
"72, 1781, 430, 499, 1427, 1633, 19369, 3432, 13","285, 430, 1314, 30, 420, 374, 264, 6883, 502, 28403, 13"
"285, 430, 1314, 30, 420, 374, 264, 6883, 502, 28403, 13","12840, 3637, 1550, 499, 636, 433, 505, 30"
"12840, 3637, 1550, 499, 636, 433, 505, 30","72, 4024, 311, 296, 2826, 596, 323, 13061, 433, 704, 13"
"72, 4024, 311, 296, 2826, 596, 323, 13061, 433, 704, 13","72, 3021, 701, 28403, 1314, 1457, 13"
"72, 3021, 701, 28403, 1314, 1457, 13","9336, 11, 602, 1781, 499, 1427, 6555, 3432, 2288, 13"
"9336, 11, 602, 1781, 499, 1427, 6555, 3432, 2288, 13","46593, 13, 602, 1766, 1521, 502, 15653, 6931, 520, 279, 3637, 13"
"46593, 13, 602, 1766, 1521, 502, 15653, 6931, 520, 279, 3637, 13","72, 1781, 430, 1884, 527, 1063, 2216, 6555, 15653, 13, 1148, 3169, 527, 814, 30"
"72, 1781, 430, 1884, 527, 1063, 2216, 6555, 15653, 13, 1148, 3169, 527, 814, 30","45010, 527, 523, 15954, 13"
"45010, 527, 523, 15954, 13","22479, 15653, 1427, 2216, 6555, 13, 1268, 1790, 1550, 499, 636, 1124, 369, 30"
"22479, 15653, 1427, 2216, 6555, 13, 1268, 1790, 1550, 499, 636, 1124, 369, 30","20670, 1193, 2853, 757, 922, 36498, 11441, 13"
"73457, 757, 11, 1148, 656, 499, 4774, 3815, 304, 701, 24804, 892, 30","72, 4774, 13633, 323, 19354, 13"
"72, 4774, 13633, 323, 19354, 13","9514, 1440, 1268, 311, 4128, 323, 6308, 30"
"9514, 1440, 1268, 311, 4128, 323, 6308, 30","9891, 11, 602, 656, 13"
"9891, 11, 602, 656, 13","9493, 1550, 499, 4048, 1268, 311, 656, 430, 30"
"9493, 1550, 499, 4048, 1268, 311, 656, 430, 30","72, 9687, 1203, 304, 1579, 2978, 13"
"72, 9687, 1203, 304, 1579, 2978, 13","2319, 11, 779, 499, 3952, 459, 1989, 538, 30"
"2319, 11, 779, 499, 3952, 459, 1989, 538, 30","76515, 11, 602, 10456, 430, 538, 13"
"76515, 11, 602, 10456, 430, 538, 13","72, 1518, 430, 499, 2351, 5128, 23944, 13"
"72, 1518, 430, 499, 2351, 5128, 23944, 13","58517, 499, 1633, 1790, 13"
"58517, 499, 1633, 1790, 13","72, 6562, 602, 1047, 264, 11005, 1093, 430, 13"
"72, 6562, 602, 1047, 264, 11005, 1093, 430, 13","72, 2846, 2771, 499, 617, 264, 11005, 13, 433, 596, 1120, 8340, 13"
"12840, 13124, 315, 2574, 656, 499, 1093, 311, 656, 30","72, 3077, 2744, 15262, 311, 4128, 323, 6308, 13"
"72, 3077, 2744, 15262, 311, 4128, 323, 6308, 13","72, 3287, 956, 1440, 499, 7020, 1268, 311, 4128, 323, 6308, 13"
"72, 3287, 956, 1440, 499, 7020, 1268, 311, 4128, 323, 6308, 13","72, 656, 433, 1475, 3131, 304, 264, 1418, 13"
"72, 656, 433, 1475, 3131, 304, 264, 1418, 13","5269, 1317, 617, 499, 3967, 1268, 311, 656, 430, 30"
"5269, 1317, 617, 499, 3967, 1268, 311, 656, 430, 30","72, 1176, 9687, 1268, 311, 656, 433, 304, 1579, 2978, 13"
"72, 1176, 9687, 1268, 311, 656, 433, 304, 1579, 2978, 13","23770, 499, 1935, 1063, 3460, 315, 1989, 538, 477, 2555, 30"
"23770, 499, 1935, 1063, 3460, 315, 1989, 538, 477, 2555, 30","9210, 574, 856, 7075, 538, 13"
"9210, 574, 856, 7075, 538, 13","9514, 617, 2751, 311, 387, 23944, 13"
"9514, 617, 2751, 311, 387, 23944, 13","46593, 13"
"46593, 13","333, 1193, 602, 574, 23944, 13"
"333, 1193, 602, 574, 23944, 13","9514, 617, 264, 11005, 13, 499, 1120, 1541, 956, 1440, 1148, 433, 374, 3686, 13"
"548, 1070, 904, 64405, 499, 656, 30","9493, 602, 617, 892, 11, 602, 7170, 4128, 323, 6308, 13"
"9493, 602, 617, 892, 11, 602, 7170, 4128, 323, 6308, 13","2319, 11, 499, 3604, 656, 430, 30"
"2319, 11, 499, 3604, 656, 430, 30","30115, 779, 3629, 11, 602, 656, 13"
"30115, 779, 3629, 11, 602, 656, 13","23770, 499, 2744, 1440, 1268, 311, 4128, 323, 6308, 30"
"23770, 499, 2744, 1440, 1268, 311, 4128, 323, 6308, 30","72, 574, 15972, 304, 1579, 2978, 1268, 311, 4128, 323, 6308, 13"
"72, 574, 15972, 304, 1579, 2978, 1268, 311, 4128, 323, 6308, 13","9514, 1047, 459, 1989, 538, 30"
"9514, 1047, 459, 1989, 538, 30","327, 33839, 11, 433, 574, 856, 7075, 538, 13"
"327, 33839, 11, 433, 574, 856, 7075, 538, 13","9336, 11, 433, 596, 1695, 430, 499, 2351, 779, 23944, 13"
"9336, 11, 433, 596, 1695, 430, 499, 2351, 779, 23944, 13","72, 15763, 430, 13"
"72, 15763, 430, 13","51977, 306, 374, 264, 2294, 3245, 11, 602, 6562, 602, 1047, 832, 13"
"12840, 596, 701, 7075, 5818, 30","2465, 7075, 5818, 374, 2307, 14176, 13"
"2465, 7075, 5818, 374, 2307, 14176, 13","2319, 11, 3249, 374, 430, 30"
"2319, 11, 3249, 374, 430, 30","275, 596, 279, 2523, 85880, 5818, 430, 602, 3077, 3596, 3970, 13"
"275, 596, 279, 2523, 85880, 5818, 430, 602, 3077, 3596, 3970, 13","9210, 596, 837, 13, 433, 374, 264, 1633, 15526, 5818, 13"
"9210, 596, 837, 13, 433, 374, 264, 1633, 15526, 5818, 13","9514, 3077, 3970, 433, 1603, 30, 220"
"9514, 3077, 3970, 433, 1603, 30, 220","9891, 11, 602, 5602, 430, 5818, 279, 1176, 1938, 433, 3782, 704, 304, 44866, 13"
"9891, 11, 602, 5602, 430, 5818, 279, 1176, 1938, 433, 3782, 704, 304, 44866, 13","97849, 956, 499, 12835, 1555, 279, 4459, 5818, 30, 602, 1550, 13"
"97849, 956, 499, 12835, 1555, 279, 4459, 5818, 30, 602, 1550, 13","2727, 2288, 13, 430, 5818, 7263, 24014, 311, 856, 6548, 13"
"2727, 2288, 13, 430, 5818, 7263, 24014, 311, 856, 6548, 13","6095, 2288, 13"
"6095, 2288, 13","72, 617, 433, 389, 51008, 520, 856, 3838, 422, 499, 1390, 311, 2586, 927, 323, 3821, 433, 13"
"72, 617, 433, 389, 51008, 520, 856, 3838, 422, 499, 1390, 311, 2586, 927, 323, 3821, 433, 13","19643, 11, 1095, 596, 733, 13"
"8370, 5818, 374, 701, 7075, 311, 3821, 30","72, 617, 311, 2019, 11, 856, 7075, 5818, 374, 2307, 14176, 13"
"72, 617, 311, 2019, 11, 856, 7075, 5818, 374, 2307, 14176, 13","285, 430, 1314, 30, 3249, 30"
"285, 430, 1314, 30, 3249, 30","71, 81572, 11, 433, 374, 832, 315, 279, 2523, 85880, 9698, 602, 3077, 3970, 304, 264, 1317, 892, 13"
"71, 81572, 11, 433, 374, 832, 315, 279, 2523, 85880, 9698, 602, 3077, 3970, 304, 264, 1317, 892, 13","9514, 2351, 1314, 13, 430, 5818, 374, 41367, 13"
"9514, 2351, 1314, 13, 430, 5818, 374, 41367, 13","72, 3287, 956, 1781, 499, 5602, 430, 5818, 13"
"72, 3287, 956, 1781, 499, 5602, 430, 5818, 13","72, 4024, 311, 1518, 433, 279, 1938, 433, 3782, 704, 13"
"72, 4024, 311, 1518, 433, 279, 1938, 433, 3782, 704, 13","72, 574, 32681, 1555, 279, 4459, 5818, 13"
"72, 574, 32681, 1555, 279, 4459, 5818, 13","72, 7846, 956, 1520, 32681, 11, 3060, 13, 220"
"72, 7846, 956, 1520, 32681, 11, 3060, 13, 220","25030, 1618, 13"
"25030, 1618, 13","72, 11021, 279, 5818, 13, 1053, 499, 1093, 311, 2586, 311, 856, 3838, 323, 3821, 433, 30"
"72, 11021, 279, 5818, 13, 1053, 499, 1093, 311, 2586, 311, 856, 3838, 323, 3821, 433, 30","1073, 3388, 13"
"412, 315, 1475, 5818, 430, 499, 3077, 3970, 11, 902, 832, 374, 701, 7075, 30","72, 2846, 2133, 311, 617, 311, 2019, 430, 2307, 14176, 374, 279, 1888, 5818, 3596, 13"
"72, 2846, 2133, 311, 617, 311, 2019, 430, 2307, 14176, 374, 279, 1888, 5818, 3596, 13","9514, 1781, 779, 11, 1268, 2586, 30"
"9514, 1781, 779, 11, 1268, 2586, 30","9336, 11, 2307, 14176, 374, 2307, 15526, 13"
"9336, 11, 2307, 14176, 374, 2307, 15526, 13","9514, 2351, 539, 21078, 11, 602, 1766, 430, 5818, 11112, 41367, 13"
"9514, 2351, 539, 21078, 11, 602, 1766, 430, 5818, 11112, 41367, 13","72, 3287, 956, 1440, 430, 499, 5602, 2307, 14176, 1603, 13"
"72, 3287, 956, 1440, 430, 499, 5602, 2307, 14176, 1603, 13","72, 1903, 2771, 311, 387, 304, 1584, 311, 1518, 433, 279, 1176, 1938, 433, 3782, 704, 13"
"72, 1903, 2771, 311, 387, 304, 1584, 311, 1518, 433, 279, 1176, 1938, 433, 3782, 704, 13","72, 7846, 956, 2567, 505, 32681, 6957, 279, 4459, 5818, 13"
"72, 7846, 956, 2567, 505, 32681, 6957, 279, 4459, 5818, 13","72, 574, 32681, 54119, 2740, 279, 4459, 892, 26, 856, 23152, 24569, 13194, 27905, 13"
"72, 574, 32681, 54119, 2740, 279, 4459, 892, 26, 856, 23152, 24569, 13194, 27905, 13","9210, 596, 7041, 1268, 602, 6612, 13"
"9210, 596, 7041, 1268, 602, 6612, 13","72, 2751, 279, 5818, 994, 433, 3782, 704, 389, 51008, 11, 656, 499, 1390, 311, 2586, 927, 30"
"12840, 955, 315, 4731, 656, 499, 1093, 311, 9020, 311, 30","72, 1093, 14624, 311, 2204, 13124, 315, 4731, 13"
"72, 1093, 14624, 311, 2204, 13124, 315, 4731, 13","4908, 1148, 11, 369, 2937, 30"
"4908, 1148, 11, 369, 2937, 30","72, 4774, 7091, 323, 436, 5, 65, 13"
"72, 4774, 7091, 323, 436, 5, 65, 13","35734, 374, 430, 30"
"35734, 374, 430, 30","72, 1093, 279, 2204, 24198, 430, 814, 1005, 13"
"72, 1093, 279, 2204, 24198, 430, 814, 1005, 13","9210, 596, 264, 1695, 2944, 311, 1093, 2555, 13"
"9210, 596, 264, 1695, 2944, 311, 1093, 2555, 13","76515, 11, 602, 1781, 779, 2288, 13"
"12840, 3169, 315, 4731, 656, 499, 4774, 14624, 311, 30","72, 4774, 14624, 311, 682, 13124, 315, 4731, 13"
"72, 4774, 14624, 311, 682, 13124, 315, 4731, 13","12840, 3169, 30"
"12840, 3169, 30","72, 1093, 311, 9020, 311, 7091, 323, 436, 5, 65, 13"
"72, 1093, 311, 9020, 311, 7091, 323, 436, 5, 65, 13","35734, 656, 499, 1093, 430, 955, 315, 4731, 30"
"35734, 656, 499, 1093, 430, 955, 315, 4731, 30","72, 1093, 279, 13124, 315, 24198, 430, 814, 1005, 13"
"72, 1093, 279, 13124, 315, 24198, 430, 814, 1005, 13","72, 1781, 430, 596, 459, 9250, 2944, 311, 1093, 2555, 13"
"72, 1781, 430, 596, 459, 9250, 2944, 311, 1093, 2555, 13","46593, 11, 602, 2733, 279, 1890, 1648, 13"
"12840, 374, 701, 7075, 3169, 315, 4731, 30","72, 9020, 311, 5370, 4595, 315, 4731, 13"
"72, 9020, 311, 5370, 4595, 315, 4731, 13","12840, 36744, 30"
"12840, 36744, 30","72, 4774, 14624, 311, 2225, 7091, 323, 436, 5, 65, 13"
"72, 4774, 14624, 311, 2225, 7091, 323, 436, 5, 65, 13","12840, 12034, 499, 304, 430, 955, 315, 4731, 30"
"12840, 12034, 499, 304, 430, 955, 315, 4731, 30","72, 4774, 279, 2204, 4595, 315, 24198, 430, 814, 1005, 13"
"72, 4774, 279, 2204, 4595, 315, 24198, 430, 814, 1005, 13","9210, 374, 264, 4832, 2944, 311, 1093, 264, 3738, 3169, 315, 4731, 13"
"23770, 499, 733, 311, 279, 19794, 1847, 389, 80413, 30","2201, 11, 602, 7846, 956, 1304, 433, 13"
"2201, 11, 602, 7846, 956, 1304, 433, 13","9514, 13942, 264, 2216, 1695, 1847, 13"
"9514, 13942, 264, 2216, 1695, 1847, 13","2319, 11, 2216, 30, 889, 2834, 30"
"2319, 11, 2216, 30, 889, 2834, 30","414, 2978, 1550, 13, 814, 6476, 2216, 1664, 13"
"414, 2978, 1550, 13, 814, 6476, 2216, 1664, 13","37227, 3958, 602, 574, 13326, 13, 602, 2216, 4934, 311, 733, 13"
"37227, 3958, 602, 574, 13326, 13, 602, 2216, 4934, 311, 733, 13","76515, 11, 499, 1288, 617, 13, 433, 574, 2216, 13548, 13"
"76515, 11, 499, 1288, 617, 13, 433, 574, 2216, 13548, 13","708, 1148, 574, 279, 5573, 30"
"708, 1148, 574, 279, 5573, 30","1820, 5573, 574, 220, 4645, 12, 3264, 13"
"1820, 5573, 574, 220, 4645, 12, 3264, 13","1543, 11, 430, 574, 264, 2216, 3345, 1847, 13"
"1543, 11, 430, 574, 264, 2216, 3345, 1847, 13","9210, 596, 1148, 1903, 433, 779, 2294, 13"
"9210, 596, 1148, 1903, 433, 779, 2294, 13","72, 3358, 1304, 2771, 323, 1304, 433, 311, 279, 1828, 832, 13"
"52898, 499, 3025, 311, 9604, 80413, 3814, 596, 19794, 1847, 30","72, 574, 12153, 311, 1304, 433, 13"
"72, 574, 12153, 311, 1304, 433, 13","9514, 1288, 617, 1027, 1070, 13, 433, 574, 19428, 13"
"9514, 1288, 617, 1027, 1070, 13, 433, 574, 19428, 13","285, 430, 1314, 13, 889, 9670, 709, 11230, 30"
"285, 430, 1314, 13, 889, 9670, 709, 11230, 30","414, 2128, 574, 74810, 13"
"414, 2128, 574, 74810, 13","72, 6562, 602, 574, 1949, 430, 3814, 13, 602, 2846, 3169, 315, 13088, 430, 602, 3287, 956, 733, 13"
"72, 6562, 602, 574, 1949, 430, 3814, 13, 602, 2846, 3169, 315, 13088, 430, 602, 3287, 956, 733, 13","275, 574, 264, 2294, 1847, 13"
"275, 574, 264, 2294, 1847, 13","12840, 574, 279, 5573, 520, 279, 842, 315, 279, 1847, 30"
"12840, 574, 279, 5573, 520, 279, 842, 315, 279, 1847, 30","414, 2128, 2834, 220, 4645, 12, 3264, 13"
"414, 2128, 2834, 220, 4645, 12, 3264, 13","71631, 1093, 433, 574, 264, 3345, 1847, 13"
"71631, 1093, 433, 574, 264, 3345, 1847, 13","9210, 596, 279, 2944, 433, 574, 1778, 264, 2294, 1847, 13"
"9210, 596, 279, 2944, 433, 574, 1778, 264, 2294, 1847, 13","1820, 1828, 1847, 11, 602, 690, 8659, 387, 1070, 13"
"72, 574, 7438, 311, 2610, 499, 422, 499, 5602, 279, 19794, 1847, 389, 80413, 13","72, 4934, 311, 733, 11, 719, 602, 7846, 956, 13"
"72, 4934, 311, 733, 11, 719, 602, 7846, 956, 13","275, 574, 264, 2294, 1847, 13"
"275, 574, 264, 2294, 1847, 13","275, 596, 2288, 3958, 430, 602, 7846, 956, 1304, 433, 13, 889, 2834, 30"
"275, 596, 2288, 3958, 430, 602, 7846, 956, 1304, 433, 13, 889, 2834, 30","414, 2128, 6476, 2653, 323, 2834, 13"
"414, 2128, 6476, 2653, 323, 2834, 13","72, 2216, 6562, 602, 4024, 311, 279, 1847, 13"
"72, 2216, 6562, 602, 4024, 311, 279, 1847, 13","275, 574, 279, 1888, 1847, 3596, 13"
"275, 574, 279, 1888, 1847, 3596, 13","708, 3371, 757, 279, 1620, 5573, 13"
"708, 3371, 757, 279, 1620, 5573, 13","1820, 1023, 2128, 5675, 555, 2380, 3585, 11, 220, 4645, 12, 3264, 13, 220"
"1820, 1023, 2128, 5675, 555, 2380, 3585, 11, 220, 4645, 12, 3264, 13, 220","275, 2011, 3077, 1027, 264, 3345, 1847, 13"
"275, 2011, 3077, 1027, 264, 3345, 1847, 13","275, 2216, 574, 13, 499, 1288, 3077, 8208, 13"
"12840, 527, 499, 3815, 420, 9178, 30","72, 2846, 2133, 311, 279, 9698, 449, 264, 4333, 13, 1268, 922, 499, 30"
"72, 2846, 2133, 311, 279, 9698, 449, 264, 4333, 13, 1268, 922, 499, 30","72, 2846, 539, 2771, 3686, 13"
"72, 2846, 539, 2771, 3686, 13","9336, 11, 1550, 499, 1390, 311, 733, 1518, 264, 5818, 449, 757, 30"
"9336, 11, 1550, 499, 1390, 311, 733, 1518, 264, 5818, 449, 757, 30","12840, 5818, 527, 499, 2133, 311, 1518, 30"
"12840, 5818, 527, 499, 2133, 311, 1518, 30","72, 2846, 539, 2771, 3686, 13, 374, 1070, 2555, 499, 1390, 311, 1518, 30"
"72, 2846, 539, 2771, 3686, 13, 374, 1070, 2555, 499, 1390, 311, 1518, 30","19041, 596, 4400, 602, 649, 1781, 315, 13"
"19041, 596, 4400, 602, 649, 1781, 315, 13","708, 11, 1550, 499, 1390, 311, 733, 30"
"708, 11, 1550, 499, 1390, 311, 733, 30","2201, 11, 9523, 11, 7344, 2500, 892, 13"
"2201, 11, 9523, 11, 7344, 2500, 892, 13","94317, 11, 10578, 1695, 13"
"3055, 499, 1440, 1148, 499, 2351, 2133, 311, 656, 420, 9178, 30","72, 1097, 2133, 311, 1518, 264, 5818, 449, 264, 4333, 315, 10705, 13, 1148, 922, 499, 30"
"72, 1097, 2133, 311, 1518, 264, 5818, 449, 264, 4333, 315, 10705, 13, 1148, 922, 499, 30","72, 1541, 956, 1440, 13"
"72, 1541, 956, 1440, 13","41450, 499, 1093, 311, 1518, 264, 5818, 449, 757, 323, 856, 4333, 30"
"41450, 499, 1093, 311, 1518, 264, 5818, 449, 757, 323, 856, 4333, 30","3055, 499, 1440, 1148, 5818, 499, 2351, 2133, 311, 3821, 30"
"3055, 499, 1440, 1148, 5818, 499, 2351, 2133, 311, 3821, 30","72, 1541, 956, 1440, 11, 719, 574, 1070, 264, 3738, 5818, 499, 4934, 311, 1518, 30"
"72, 1541, 956, 1440, 11, 719, 574, 1070, 264, 3738, 5818, 499, 4934, 311, 1518, 30","6836, 430, 602, 649, 1781, 315, 13"
"6836, 430, 602, 649, 1781, 315, 13","9336, 11, 1053, 499, 1093, 311, 733, 30"
"9336, 11, 1053, 499, 1093, 311, 733, 30","58517, 499, 369, 42292, 757, 11, 719, 602, 1781, 602, 3358, 1522, 13"
"58517, 499, 369, 42292, 757, 11, 719, 602, 1781, 602, 3358, 1522, 13","543, 1314, 13, 2500, 892, 1243, 13"
"9514, 617, 904, 6848, 439, 311, 1148, 499, 1390, 311, 656, 420, 9178, 30","72, 2846, 2133, 311, 279, 5818, 27803, 449, 856, 4333, 13, 1148, 527, 499, 2133, 311, 656, 30"
"72, 2846, 2133, 311, 279, 5818, 27803, 449, 856, 4333, 13, 1148, 527, 499, 2133, 311, 656, 30","72, 2846, 539, 5115, 2771, 3686, 13"
"72, 2846, 539, 5115, 2771, 3686, 13","5269, 922, 499, 1518, 264, 5818, 449, 757, 323, 856, 4333, 30"
"5269, 922, 499, 1518, 264, 5818, 449, 757, 323, 856, 4333, 30","12840, 5818, 527, 499, 323, 701, 4333, 9293, 389, 10307, 30"
"12840, 5818, 527, 499, 323, 701, 4333, 9293, 389, 10307, 30","1962, 2771, 13, 374, 1070, 264, 5818, 704, 430, 38934, 701, 8071, 30"
"1962, 2771, 13, 374, 1070, 264, 5818, 704, 430, 38934, 701, 8071, 30","2201, 1695, 9698, 2586, 311, 4059, 13"
"2201, 1695, 9698, 2586, 311, 4059, 13","19553, 499, 6773, 3508, 477, 539, 499, 1053, 1093, 311, 733, 30"
"19553, 499, 6773, 3508, 477, 539, 499, 1053, 1093, 311, 733, 30","2201, 11, 9523, 13, 7344, 2500, 892, 13"
"23770, 499, 733, 311, 2978, 3432, 30","76515, 11, 602, 4024, 311, 2978, 3432, 13, 1051, 499, 1070, 30"
"76515, 11, 602, 4024, 311, 2978, 3432, 13, 1051, 499, 1070, 30","2201, 11, 602, 3287, 956, 733, 11, 602, 3077, 1027, 14363, 13"
"2201, 11, 602, 3287, 956, 733, 11, 602, 3077, 1027, 14363, 13","9210, 40199, 13, 1550, 499, 1390, 279, 32272, 505, 30063, 538, 30"
"9210, 40199, 13, 1550, 499, 1390, 279, 32272, 505, 30063, 538, 30","9210, 1053, 387, 6555, 11, 9901, 499, 13"
"9210, 1053, 387, 6555, 11, 9901, 499, 13","2201, 3575, 11, 499, 2351, 10788, 13"
"2201, 3575, 11, 499, 2351, 10788, 13","72, 690, 387, 16089, 311, 656, 279, 1890, 369, 499, 994, 499, 2351, 14363, 13"
"72, 690, 387, 16089, 311, 656, 279, 1890, 369, 499, 994, 499, 2351, 14363, 13","9336, 11, 9901, 499, 13, 602, 3987, 311, 1518, 499, 520, 2978, 16986, 13"
"19553, 499, 18677, 2978, 3432, 30","72, 18677, 2978, 3432, 13, 1550, 499, 30"
"72, 18677, 2978, 3432, 13, 1550, 499, 30","72, 5828, 956, 3025, 311, 9604, 2978, 1606, 602, 574, 8430, 5986, 13"
"72, 5828, 956, 3025, 311, 9604, 2978, 1606, 602, 574, 8430, 5986, 13","72, 2846, 14931, 311, 6865, 430, 13, 1053, 499, 1093, 279, 32272, 505, 30063, 538, 30"
"72, 2846, 14931, 311, 6865, 430, 13, 1053, 499, 1093, 279, 32272, 505, 30063, 538, 30","72, 1053, 2216, 15763, 430, 11, 9523, 13"
"72, 1053, 2216, 15763, 430, 11, 9523, 13","275, 596, 912, 12544, 520, 682, 13"
"275, 596, 912, 12544, 520, 682, 13","333, 499, 636, 14363, 11, 602, 3358, 471, 279, 4799, 13"
"333, 499, 636, 14363, 11, 602, 3358, 471, 279, 4799, 13","46593, 13, 1518, 499, 520, 2978, 16986, 422, 499, 2733, 2731, 13"
"19553, 499, 8208, 311, 2978, 3432, 30","72, 4024, 311, 2978, 3432, 13, 1550, 499, 733, 311, 2978, 30"
"72, 4024, 311, 2978, 3432, 13, 1550, 499, 733, 311, 2978, 30","72, 7846, 956, 733, 311, 2978, 3432, 11, 602, 574, 14363, 13"
"72, 7846, 956, 733, 311, 2978, 3432, 11, 602, 574, 14363, 13","9210, 596, 28201, 13, 602, 4265, 387, 6380, 311, 3041, 499, 279, 32272, 505, 30063, 538, 13"
"9210, 596, 28201, 13, 602, 4265, 387, 6380, 311, 3041, 499, 279, 32272, 505, 30063, 538, 13","58517, 499, 1633, 1790, 11, 430, 596, 3169, 315, 499, 13"
"58517, 499, 1633, 1790, 11, 430, 596, 3169, 315, 499, 13","15357, 956, 6420, 433, 13"
"15357, 956, 6420, 433, 13","9493, 499, 3194, 264, 1938, 315, 2978, 11, 602, 3358, 387, 6380, 311, 3041, 499, 279, 30063, 32272, 13"
"23770, 499, 6865, 279, 3754, 30","12840, 7077, 30"
"12840, 7077, 30","414, 36271, 4024, 1139, 9511, 323, 1047, 1077, 8945, 1566, 2046, 13"
"414, 36271, 4024, 1139, 9511, 323, 1047, 1077, 8945, 1566, 2046, 13","32158, 1550, 30, 3249, 3287, 956, 5606, 3371, 757, 30"
"32158, 1550, 30, 3249, 3287, 956, 5606, 3371, 757, 30","72, 1053, 3077, 3463, 430, 18570, 1053, 617, 3309, 499, 13"
"72, 1053, 3077, 3463, 430, 18570, 1053, 617, 3309, 499, 13","2201, 11, 602, 1047, 912, 4623, 13"
"2201, 11, 602, 1047, 912, 4623, 13","9336, 11, 1364, 1550, 11, 1077, 8945, 574, 220, 23, 16701, 220, 21, 49138, 13"
"9336, 11, 1364, 1550, 11, 1077, 8945, 574, 220, 23, 16701, 220, 21, 49138, 13","2319, 856, 10087, 11, 430, 596, 2294, 0"
